,cbo_descricao_rais,soma_quantidade,percentual_quantidade,soma_valor,percentual_valor
1272,TECNICO EM AGENTE COMUNITARIO DE SAUDE,3,4.9850448654037884e-05,3416.66,5.621245339782229e-06
1273,OPERADOR DE MAQUINA DE ABRIR VALAS,2,3.323363243602526e-05,3259.24,5.362250754020543e-06
1274,TECNICO DE ENFERMAGEM DO TRABALHO,1,1.661681621801263e-05,3250.0,5.347048683302478e-06
1275,COMENTARISTA DE RADIO E TELEVISAO,1,1.661681621801263e-05,3149.32,5.181405341322511e-06
1276,FORNEIRO E OPERADOR (FORNO ELETRICO),1,1.661681621801263e-05,3096.0,5.093680838001376e-06
1277,MONTADOR DE EQUIPAMENTOS ELETRICOS (APARELHOS ELETRODOMESTICOS),2,3.323363243602526e-05,3051.0,5.019644779309496e-06
1278,OPERADOR DE INCUBADORA,1,1.661681621801263e-05,3016.75,4.963295112416231e-06
1279,CHEFE DE PORTARIA DE HOTEL,1,1.661681621801263e-05,3000.0,4.935737246125364e-06
1280,OPERADOR DE RETIFICADORA COM COMANDO NUMERICO,1,1.661681621801263e-05,3000.0,4.935737246125364e-06
1281,SUPERVISOR DE FABRICACAO DE PRODUTOS DE VIDRO,1,1.661681621801263e-05,3000.0,4.935737246125364e-06
1282,CIRURGIAO DENTISTA - ESTOMATOLOGISTA,1,1.661681621801263e-05,3000.0,4.935737246125364e-06
1283,BRASADOR,1,1.661681621801263e-05,3000.0,4.935737246125364e-06
1284,CRIADOR DE CAMAROES,1,1.661681621801263e-05,3000.0,4.935737246125364e-06
1285,ESTETICISTA DE ANIMAIS DOMESTICOS,1,1.661681621801263e-05,3000.0,4.935737246125364e-06
1286,INSPETOR DE MANUTENCAO,1,1.661681621801263e-05,3000.0,4.935737246125364e-06
1287,TRABALHADOR NA CULTURA DE COCO-DA-BAIA,1,1.661681621801263e-05,3000.0,4.935737246125364e-06
1288,OXICORTADOR A MAO E A  MAQUINA,1,1.661681621801263e-05,3000.0,4.935737246125364e-06
1289,OPERADOR DE CEIFADEIRA NA CONSERVACAO DE VIAS PERMANENTES,1,1.661681621801263e-05,2836.48,4.666706661296558e-06
1290,CODIFICADOR DE DADOS,1,1.661681621801263e-05,2800.0,4.606688096383673e-06
1291,LAVADOR DE ROUPAS,2,3.323363243602526e-05,2746.0,4.5178448259534165e-06
1292,TRABALHADOR DA OVINOCULTURA,1,1.661681621801263e-05,2727.88,4.4880329729868195e-06
1293,TECNICO EM CALIBRACAO,1,1.661681621801263e-05,2725.0,4.483294665230539e-06
1294,METALIZADOR A PISTOLA,1,1.661681621801263e-05,2684.21,4.416185091140721e-06
1295,MECANICO DE MANUTENCAO DE MAQUINAS DE CONSTRUCAO E TERRAPLENAGEM,2,3.323363243602526e-05,2600.0,4.277638946641982e-06
1296,TECNICO EM BIOTERISMO,2,3.323363243602526e-05,2500.0,4.1131143717711365e-06
1297,ADVOGADO (DIREITO PUBLICO),1,1.661681621801263e-05,2500.0,4.1131143717711365e-06
1298,CERAMISTA MOLDADOR,1,1.661681621801263e-05,2500.0,4.1131143717711365e-06
1299,CONTROLADOR DE TRAFEGO AEREO,1,1.661681621801263e-05,2500.0,4.1131143717711365e-06
1300,FISIOTERAPEUTA ESPORTIVO,1,1.661681621801263e-05,2500.0,4.1131143717711365e-06
1301,OPERADOR DE TELEFERICO (PASSAGEIROS),1,1.661681621801263e-05,2500.0,4.1131143717711365e-06
1302,OPERADOR DE PONTE ROLANTE,1,1.661681621801263e-05,2500.0,4.1131143717711365e-06
1303,OPERADOR DE MAQUINA DE FABRICACAO DE PRODUTOS DE HIGIENE E LIMPEZA (SABAO SABONETE DETERGENTE ABSORVENTE FRALDAS COTONETES E OUTROS),1,1.661681621801263e-05,2480.0,4.080209456796968e-06
1304,OPERADOR DE SONDA DE PERCUSSAO,1,1.661681621801263e-05,2436.0,4.007818643853796e-06
1305,MESTRE DE PRODUCAO FARMACEUTICA,1,1.661681621801263e-05,2418.06,3.978302935121966e-06
1306,TRABALHADOR DA CULTURA DE CACAU,2,3.323363243602526e-05,2400.0,3.9485897969002914e-06
1307,TECNOLOGO EM FABRICACAO MECANICA,1,1.661681621801263e-05,2389.44,3.93121600179393e-06
1308,SALSICHEIRO (FABRICACAO DE LINGUICA SALSICHA E PRODUTOS SIMILARES),2,3.323363243602526e-05,2388.05,3.928929110203226e-06
1309,OPERADOR DE MOENDA NA FABRICACAO DE ACUCAR,1,1.661681621801263e-05,2250.0,3.701802934594023e-06
1310,OPERADOR DE MAQUINA CORTADORA (MINAS E PEDREIRAS),1,1.661681621801263e-05,2200.01,3.6195570996160877e-06
1311,CONTRAMESTRE DE TECELAGEM (INDUSTRIA TEXTIL),1,1.661681621801263e-05,2195.07,3.611429585617468e-06
1312,SERINGUEIRO,1,1.661681621801263e-05,2171.35,3.572404356458103e-06
1313,CONCIERGE,1,1.661681621801263e-05,2085.53,3.431209366303944e-06
1314,IDENTIFICADOR FLORESTAL,2,3.323363243602526e-05,2040.65,3.3573707371019085e-06
1315,SUPERVISOR DE PRODUCAO NA MINERACAO,2,3.323363243602526e-05,2015.0,3.3151701836475363e-06
1316,TRABALHADOR NA OPERACAO DE SISTEMAS CONVENCIONAIS DE IRRIGACAO POR ASPERSAO,1,1.661681621801263e-05,2000.0,3.2904914974169097e-06
1317,MESTRE DE SOLDAGEM,1,1.661681621801263e-05,2000.0,3.2904914974169097e-06
1318,OPERADOR DE APARELHO DE FLOTACAO,2,3.323363243602526e-05,2000.0,3.2904914974169097e-06
1319,CIRURGIAO DENTISTA - ODONTOLOGIA PARA PACIENTES COM NECESSIDADES ESPECIAIS,1,1.661681621801263e-05,2000.0,3.2904914974169097e-06
1320,ENFERMEIRO DE BORDO,1,1.661681621801263e-05,2000.0,3.2904914974169097e-06
1321,ENFERMEIRO DA ESTRATEGIA DE SAUDE DA FAMILIA,2,3.323363243602526e-05,2000.0,3.2904914974169097e-06
1322,TECNICO EM CALCADOS E ARTEFATOS DE COURO,1,1.661681621801263e-05,2000.0,3.2904914974169097e-06
1323,INSPETOR DE ESTAMPARIA (PRODUCAO TEXTIL),1,1.661681621801263e-05,2000.0,3.2904914974169097e-06
1324,OPERADOR DE OPEN-END,2,3.323363243602526e-05,2000.0,3.2904914974169097e-06
1325,PAPILOSCOPISTA POLICIAL,1,1.661681621801263e-05,2000.0,3.2904914974169097e-06
1326,PSICOLOGO DO TRANSITO,1,1.661681621801263e-05,2000.0,3.2904914974169097e-06
1327,FORNEIRO E OPERADOR (REFINO DE METAIS NAO-FERROSOS),1,1.661681621801263e-05,2000.0,3.2904914974169097e-06
1328,OPERADOR DE CORTADEIRA DE PAPEL,1,1.661681621801263e-05,1980.0,3.2575865824427405e-06
1329,MAÎTRE,2,3.323363243602526e-05,1960.74,3.2258991493226155e-06
1330,VISUAL MERCHANDISER,2,3.323363243602526e-05,1958.05,3.22147343825859e-06
1331,IMPRESSOR FLEXOGRAFICO,1,1.661681621801263e-05,1870.75,3.0778434843963417e-06
1332,CARTONAGEIRO A MAO (CAIXAS DE PAPELAO),2,3.323363243602526e-05,1866.0700000000002,3.0701437342923865e-06
1333,TECNICO EM GEOLOGIA,2,3.323363243602526e-05,1830.49,3.011605890553339e-06
1334,TRABALHADOR NA CULTURA DE SOJA,2,3.323363243602526e-05,1800.0,2.9614423476752184e-06
1335,DESIDRATADOR DE ALIMENTOS,1,1.661681621801263e-05,1740.0,2.8627276027527113e-06
1336,DANCARINO POPULAR,2,3.323363243602526e-05,1736.17,2.856426311535158e-06
1337,DESTROCADOR DE PEDRA,1,1.661681621801263e-05,1669.03,2.745964511966872e-06
1338,PROCURADOR DA REPUBLICA,1,1.661681621801263e-05,1666.66,2.7420652795424335e-06
1339,MONTADOR DE MAQUINAS-FERRAMENTAS (USINAGEM DE METAIS),2,3.323363243602526e-05,1564.87,2.5745957147813995e-06
1340,CARVOEIRO,1,1.661681621801263e-05,1560.6,2.5675705154344145e-06
1341,OPERADOR DE CALANDRAS (TECIDOS),1,1.661681621801263e-05,1544.62,2.5412794883700533e-06
1342,TECNICO EM BORRACHA,1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1343,CONFECCIONADOR DE INSTRUMENTOS DE PERCUSSAO (PELE COURO OU PLASTICO),1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1344,TRABALHADOR NA OLERICULTURA (RAIZES BULBOS E TUBERCULOS),1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1345,SOLDADO BOMBEIRO MILITAR,1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1346,ESCORADOR DE MINAS,1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1347,ANCORA DE RADIO E TELEVISAO,1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1348,PESQUISADOR DE ENGENHARIA CIVIL,1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1349,PROFESSOR DE MATEMATICA PURA (NO ENSINO SUPERIOR),1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1350,PROFESSOR DE TECNICAS AGRICOLAS,1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1351,FORJADOR,1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1352,TEOLOGO,1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1353,FORNEIRO DE CUBILO,1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1354,INSTALADOR DE ISOLANTES TERMICOS (REFRIGERACAO E CLIMATIZACAO),1,1.661681621801263e-05,1500.0,2.467868623062682e-06
1355,ADESTRADOR DE ANIMAIS,1,1.661681621801263e-05,1333.33,2.193655514125444e-06
1356,DIRETOR DE OPERACOES DE SERVICOS DE ARMAZENAMENTO,1,1.661681621801263e-05,1200.0,1.9742948984501457e-06
1357,OPERADOR DE ABERTURA (FIACAO),1,1.661681621801263e-05,1200.0,1.9742948984501457e-06
1358,TECNOLOGO EM ELETRICIDADE,1,1.661681621801263e-05,1125.6,1.8518886147462364e-06
1359,VIGIA FLORESTAL,1,1.661681621801263e-05,1117.52,1.8385950290966722e-06
1360,PEDREIRO DE CONSERVACAO DE VIAS PERMANENTES (EXCETO TRILHOS),1,1.661681621801263e-05,1088.29,1.7905044958619242e-06
1361,CLASSIFICADOR DE COUROS,1,1.661681621801263e-05,1080.0,1.776865408605131e-06
1362,DESTILADOR DE MADEIRA,1,1.661681621801263e-05,1061.58,1.7465599819139214e-06
1363,TECELAO (TEAR MANUAL),1,1.661681621801263e-05,1013.23,1.6670123499638677e-06
1364,FARMACEUTICO INDUSTRIAL,1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1365,CURTIDOR (COUROS E PELES),1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1366,COZINHADOR DE FRUTAS E LEGUMES,1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1367,TELHADOR (TELHAS METALICAS),1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1368,SERRADOR DE MADEIRA (SERRA DE FITA MULTIPLA),1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1369,FEIRANTE,1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1370,ENGENHEIRO DE RISCOS,1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1371,TECNOLOGO EM ELETRONICA,1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1372,BRIGADISTA FLORESTAL,1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1373,TRABALHADOR NA CULTURA DE AMENDOIM,1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1374,LEILOEIRO,1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1375,MOTORISTA DE TAXI,1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1376,APLICADOR DE ASFALTO IMPERMEABILIZANTE (COBERTURAS),1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1377,PASSADEIRA DE PECAS CONFECCIONADAS,1,1.661681621801263e-05,1000.0,1.6452457487084548e-06
1378,COLCHOEIRO (CONFECCAO DE COLCHOES),1,1.661681621801263e-05,932.06,1.5334677525412023e-06
1379,TRABALHADOR POLIVALENTE DO CURTIMENTO DE COUROS E PELES,1,1.661681621801263e-05,916.0,1.5070451058169446e-06
1380,OPERADOR DE MENSAGENS DE TELECOMUNICACOES (CORREIOS),1,1.661681621801263e-05,901.73,1.483567448982875e-06
1381,INSTALADOR-REPARADOR DE EQUIPAMENTOS DE ENERGIA EM TELEFONIA,1,1.661681621801263e-05,800.0,1.3161965989667637e-06
1382,ECONOMISTA AGROINDUSTRIAL,1,1.661681621801263e-05,800.0,1.3161965989667637e-06
1383,MECANICO DE MANUTENCAO DE INSTALACOES MECANICAS DE EDIFICIOS,1,1.661681621801263e-05,742.85,1.2221708044280757e-06
1384,TECNICO EM MATERIAIS PRODUTOS CERAMICOS E VIDROS,1,1.661681621801263e-05,712.72,1.1725995500194899e-06
1385,TECELAO DE MALHAS (MAQUINA CIRCULAR),1,1.661681621801263e-05,500.0,8.226228743542274e-07
1386,TECNICO EM MADEIRA,1,1.661681621801263e-05,500.0,8.226228743542274e-07
1387,DETETIVE PROFISSIONAL,1,1.661681621801263e-05,407.56,6.705363573436178e-07
1388,SUPERVISOR DE MANUTENCAO DE APARELHOS TERMICOS DE CLIMATIZACAO E DE REFRIGERACAO,1,1.661681621801263e-05,400.0,6.580982994833819e-07
